Region,Customer Segment,Age Range,Season,Distance (Miles),Staffing Level (Proxy),Track Congestion (Proxy),Total Fare Amount,Communication About Status,Cleanliness,Comfort,Wi-Fi,Food & Beverage,Departure Delay (Minutes),Arrival Delay (Minutes),On-time Performance,Overall Satisfaction
West,Business,35-44,Summer,213.2,0.688,0.0,95.8,4.02,2.99,3.93,3.04,2.85,0.0,0.0,5.0,5.0
Midwest,Leisure,55-64,Fall,111.9,0.2,0.867,58.89,2.92,3.52,3.0,2.57,2.91,54.5,55.8,2.46,5.0
Northeast,Commuter,35-44,Spring,171.9,0.398,1.0,96.27,2.85,3.62,3.18,3.36,,50.8,55.8,2.27,5.0
Midwest,Leisure,18-24,Fall,394.0,0.292,1.0,114.26,3.64,3.99,3.32,2.9,3.46,58.7,60.5,2.49,5.0
Midwest,Business,35-44,Spring,391.2,0.844,0.093,120.96,3.23,4.38,3.21,4.13,,20.1,25.6,3.78,5.0
West,Commuter,18-24,Spring,188.4,0.768,0.12,89.75,4.7,5.0,3.49,3.12,3.92,6.5,5.0,5.0,5.0
Southeast,Commuter,55-64,Spring,257.6,1.0,0.377,102.51,4.14,3.64,4.21,,,12.1,20.9,4.02,5.0
West,Commuter,25-34,Summer,254.7,0.846,0.0,102.3,4.39,2.85,3.13,,3.03,0.0,2.6,4.89,5.0
Southeast,Commuter,25-34,Summer,112.2,0.537,0.073,51.64,3.74,3.31,2.82,2.69,3.8,16.3,15.9,4.1,5.0
Northeast,Leisure,35-44,Winter,295.9,0.617,0.691,90.5,3.18,4.91,3.56,4.13,3.93,48.7,58.1,2.57,5.0
Southeast,Commuter,25-34,Summer,120.1,0.27,0.583,70.89,3.93,3.74,2.78,3.74,,33.2,34.6,3.19,5.0
Northeast,Commuter,45-54,Fall,165.7,0.617,0.279,73.45,3.82,4.52,4.62,3.88,,12.9,23.5,4.06,5.0
Southeast,Business,35-44,Spring,62.9,1.0,0.0,73.33,5.0,3.76,3.31,2.73,1.51,0.0,3.4,5.0,5.0
Southwest,Leisure,65+,Summer,325.1,0.823,0.719,114.08,4.84,3.71,3.78,4.64,4.03,19.0,27.4,3.52,5.0
Northeast,Leisure,18-24,Summer,366.7,0.289,0.542,122.43,3.11,2.72,3.9,1.72,2.16,51.8,61.1,2.39,5.0
Northeast,Business,45-54,Fall,263.1,0.27,0.613,118.79,2.79,3.54,2.7,3.78,3.04,47.1,57.5,2.63,5.0
Northeast,Business,55-64,Summer,219.2,0.662,0.479,93.54,3.51,3.94,3.11,3.47,3.15,29.9,21.9,4.08,5.0
Northeast,Leisure,25-34,Spring,160.2,0.521,0.0,83.26,4.71,4.38,3.22,3.89,3.06,24.3,30.3,3.73,5.0
West,Leisure,45-54,Winter,329.9,0.721,0.634,107.17,4.5,4.3,4.26,3.2,2.33,36.8,40.1,3.25,5.0
West,Business,55-64,Fall,511.8,0.709,0.334,171.9,4.41,5.0,4.99,3.46,1.93,34.1,39.6,3.23,5.0
Northeast,Leisure,55-64,Spring,131.2,0.2,0.874,77.39,2.6,3.61,4.86,3.7,1.32,70.8,72.8,1.57,5.0
West,Commuter,65+,Fall,191.2,0.296,1.0,95.74,4.16,3.89,4.48,,2.88,65.0,68.5,1.91,5.0
Southwest,Leisure,55-64,Winter,107.7,0.711,0.236,61.79,,3.95,2.85,3.58,3.27,7.7,2.9,4.83,5.0
West,Leisure,35-44,Spring,219.9,1.0,0.288,79.31,4.81,3.68,3.19,3.71,3.74,6.0,5.7,5.0,5.0
Southeast,Leisure,65+,Fall,170.8,0.662,0.0,73.18,4.18,4.18,4.67,5.0,4.19,7.8,5.5,4.74,5.0
Southeast,Commuter,25-34,Winter,199.7,1.0,0.585,96.59,3.46,3.93,4.87,2.21,,34.8,35.4,3.4,5.0
Midwest,Commuter,45-54,Spring,332.3,0.542,0.587,123.98,3.19,4.87,4.22,,4.01,44.2,52.9,2.65,5.0
West,Leisure,55-64,Fall,386.1,0.34,0.639,126.34,3.14,3.3,4.17,3.58,2.18,62.2,68.4,1.99,4.89
Southwest,Leisure,65+,Spring,96.7,0.745,0.0,56.07,,3.77,3.42,3.71,4.15,0.0,3.1,4.74,5.0
Midwest,Leisure,65+,Fall,253.2,0.524,0.616,78.01,3.17,3.12,4.86,,3.45,56.5,58.4,2.52,5.0
Southeast,Leisure,18-24,Summer,452.1,0.856,0.277,126.24,3.33,4.23,3.25,4.38,,18.4,32.9,3.51,5.0
Southwest,Business,55-64,Fall,285.6,0.79,0.249,97.48,2.93,3.2,2.61,2.53,4.13,41.5,45.3,3.07,5.0
West,Leisure,25-34,Summer,113.8,0.438,0.455,54.01,3.37,3.81,4.19,4.45,2.3,35.3,41.2,3.01,5.0
Southeast,Business,55-64,Winter,376.5,0.73,0.988,130.69,2.81,3.26,3.31,2.9,,60.1,67.9,1.92,5.0
Southwest,Leisure,55-64,Fall,297.0,0.948,0.0,95.77,5.0,3.48,2.88,4.7,4.59,0.0,2.8,5.0,5.0
Midwest,Business,25-34,Spring,280.6,0.316,0.685,106.72,3.92,3.3,4.21,2.64,3.29,68.8,83.1,1.56,5.0
Midwest,Leisure,55-64,Spring,187.8,0.687,0.144,75.22,4.2,4.38,2.43,2.66,2.21,4.3,13.0,4.52,5.0
Midwest,Leisure,35-44,Summer,270.8,0.834,0.296,83.21,3.89,3.96,4.07,3.37,2.69,15.2,19.8,3.94,5.0
West,Leisure,45-54,Spring,831.7,0.507,0.686,196.44,3.88,3.78,3.34,2.68,4.06,72.8,93.1,1.0,4.16
West,Leisure,65+,Spring,55.1,0.481,0.28,46.24,4.45,4.18,4.77,3.12,2.02,2.4,3.5,4.94,5.0
Midwest,Leisure,45-54,Summer,164.6,0.506,0.269,84.91,3.5,3.46,3.97,4.67,2.98,13.5,15.7,4.59,5.0
Southeast,Commuter,45-54,Summer,174.7,0.417,0.053,82.06,3.34,2.63,4.38,2.86,2.96,17.8,18.5,4.11,5.0
Southeast,Leisure,18-24,Summer,30.5,0.521,0.595,50.77,4.37,3.2,2.9,3.43,5.0,13.9,14.4,4.32,5.0
Northeast,Leisure,25-34,Winter,620.0,0.776,0.23,178.51,4.5,3.82,2.55,4.7,1.85,16.9,30.5,3.67,5.0
Southeast,Leisure,18-24,Fall,107.7,0.361,0.58,67.67,4.02,3.75,3.35,3.42,1.8,41.1,44.1,3.39,5.0
Northeast,Business,35-44,Summer,103.2,0.503,0.755,78.87,3.22,4.19,4.08,,2.6,51.0,55.4,2.54,5.0
Midwest,Commuter,35-44,Summer,74.3,0.818,0.027,68.7,3.46,3.92,3.8,3.91,2.59,15.2,16.6,4.29,5.0
Northeast,Business,45-54,Fall,163.4,1.0,0.414,85.25,4.72,4.71,4.61,4.3,3.24,30.6,28.6,3.66,5.0
Southeast,Business,45-54,Spring,279.9,1.0,0.18,111.16,4.07,4.32,4.18,,2.78,26.4,33.5,3.51,5.0
West,Commuter,25-34,Winter,210.0,0.266,0.649,81.81,,2.89,2.85,3.65,3.82,45.6,46.9,3.06,5.0
Southeast,Leisure,45-54,Winter,118.4,0.974,0.161,61.96,3.85,2.56,4.12,4.96,3.28,21.3,17.0,4.14,5.0
Southwest,Commuter,65+,Fall,271.1,0.66,0.601,113.69,3.87,3.33,3.82,3.08,2.27,40.1,44.5,3.14,5.0
West,Business,25-34,Fall,211.5,0.734,0.013,91.92,5.0,4.05,4.61,3.77,2.94,17.0,19.0,4.3,5.0
Midwest,Leisure,45-54,Winter,422.6,0.759,0.582,123.04,3.4,4.2,3.08,2.84,2.92,31.4,36.3,3.25,5.0
Northeast,Business,18-24,Summer,141.5,0.895,0.303,88.26,4.36,3.98,3.3,4.3,4.22,10.6,8.0,4.76,5.0
Southeast,Leisure,45-54,Summer,133.2,0.247,0.347,74.61,4.86,3.8,3.85,1.87,3.84,11.0,14.6,4.65,5.0
Midwest,Leisure,55-64,Winter,341.5,0.526,0.096,118.72,3.26,4.66,4.65,3.11,3.76,17.5,21.5,3.85,5.0
Midwest,Commuter,18-24,Fall,105.0,0.539,0.316,62.06,4.24,3.88,3.52,4.13,2.46,26.3,24.5,3.88,5.0
Northeast,Leisure,35-44,Spring,72.6,0.2,0.888,68.18,2.78,3.91,3.98,3.01,3.33,53.0,55.9,2.53,5.0
Midwest,Business,65+,Winter,207.5,1.0,0.524,89.54,4.84,5.0,3.82,,2.17,21.7,24.8,3.94,5.0
Midwest,Commuter,25-34,Summer,285.1,1.0,0.425,112.91,,3.01,3.77,2.88,3.8,0.6,7.5,4.52,5.0
Southeast,Business,55-64,Fall,68.6,0.7,0.423,56.99,4.61,4.98,4.52,2.83,4.24,17.1,17.7,4.02,5.0
Southwest,Leisure,45-54,Winter,362.9,0.835,0.245,128.34,4.5,2.48,3.83,4.71,1.3,19.3,27.7,3.64,5.0
Northeast,Business,25-34,Summer,63.5,1.0,0.0,71.31,4.53,3.6,3.49,4.17,3.13,0.0,0.0,5.0,5.0
Southeast,Commuter,55-64,Summer,146.5,0.365,1.0,79.72,3.06,3.45,3.26,3.9,3.01,69.0,77.5,1.44,5.0
West,Leisure,45-54,Summer,210.9,0.742,0.66,100.75,3.49,2.99,3.51,,3.98,34.7,31.7,3.7,5.0
Southeast,Leisure,25-34,Summer,445.6,0.2,0.565,147.84,,3.6,3.08,3.17,2.52,43.3,55.4,2.69,5.0
Southwest,Business,65+,Summer,460.9,0.753,0.286,148.64,2.81,3.95,3.56,4.66,2.62,33.2,41.7,3.0,5.0
Midwest,Commuter,35-44,Winter,235.3,0.547,0.459,92.99,3.21,4.32,3.71,4.03,3.27,39.0,52.2,2.7,5.0
Southeast,Leisure,55-64,Winter,162.3,0.523,0.422,81.16,3.93,4.29,3.86,2.9,,31.3,34.6,3.46,5.0
West,Leisure,25-34,Fall,168.6,0.38,0.393,90.43,4.13,3.89,2.92,3.88,,38.2,44.1,3.4,5.0
Southeast,Commuter,25-34,Spring,586.0,0.946,0.291,160.73,3.66,4.74,3.49,2.46,4.0,40.0,43.3,2.99,5.0
Southeast,Leisure,55-64,Fall,403.4,0.342,0.387,131.82,3.8,4.16,3.34,2.55,3.71,44.5,57.3,2.48,5.0
West,Leisure,45-54,Spring,264.3,0.563,0.313,86.47,2.82,3.69,3.13,1.83,2.67,31.5,38.5,3.57,5.0
Southwest,Business,25-34,Spring,239.7,0.719,0.854,107.29,3.05,4.03,3.31,3.25,3.18,75.8,73.3,1.4,4.61
Southwest,Leisure,55-64,Winter,226.7,0.323,0.614,97.38,2.14,3.38,4.23,3.71,3.58,36.9,38.6,3.49,5.0
Northeast,Leisure,35-44,Spring,53.0,0.666,0.28,53.78,5.0,3.2,4.65,2.61,2.44,1.1,0.7,4.88,5.0
Northeast,Business,35-44,Fall,21.1,0.571,0.61,57.11,3.87,4.14,3.45,3.23,2.52,38.1,42.8,2.86,5.0
Southwest,Business,55-64,Fall,184.1,0.622,0.539,78.8,3.85,3.01,3.19,2.66,1.83,37.0,39.5,3.27,5.0
Northeast,Business,45-54,Spring,96.4,0.618,0.0,58.59,4.26,3.8,3.63,2.91,4.21,13.0,9.6,4.6,5.0
Southeast,Leisure,35-44,Spring,241.4,0.431,0.181,85.46,5.0,2.44,3.69,2.46,5.0,24.7,27.5,3.86,5.0
West,Business,55-64,Summer,230.8,0.862,0.382,95.05,4.15,4.07,4.24,4.44,2.58,4.5,11.2,4.61,5.0
Southeast,Business,45-54,Fall,71.3,0.578,0.22,75.95,3.24,3.45,3.4,2.8,3.65,3.5,4.3,4.79,5.0
Northeast,Commuter,65+,Summer,244.3,0.915,0.391,105.52,5.0,4.4,3.4,3.27,4.33,19.8,27.1,4.04,5.0
Northeast,Business,55-64,Winter,252.6,0.835,0.598,105.76,3.4,3.88,5.0,2.99,2.14,26.8,21.9,4.22,5.0
Midwest,Business,35-44,Spring,248.4,0.416,0.215,107.01,4.71,3.73,2.72,3.54,3.42,12.0,24.2,3.98,5.0
Southwest,Commuter,35-44,Summer,142.6,0.667,0.461,97.11,3.59,3.96,4.33,5.0,4.35,37.2,39.8,3.26,5.0
West,Commuter,65+,Winter,277.3,0.324,0.73,104.23,3.45,3.4,4.64,5.0,2.85,63.7,70.4,2.01,5.0
Northeast,Leisure,65+,Summer,287.9,0.939,0.18,100.72,3.63,3.73,3.6,3.32,3.14,16.1,25.1,3.88,5.0
Northeast,Commuter,25-34,Fall,275.9,0.707,0.576,117.43,5.0,3.61,4.02,3.7,4.41,42.8,53.3,2.42,5.0
Midwest,Commuter,25-34,Spring,178.6,1.0,0.0,81.08,,4.02,2.63,4.31,2.85,13.8,21.8,4.0,5.0
Southeast,Leisure,35-44,Summer,479.6,0.534,0.319,126.9,3.27,3.53,3.68,4.33,2.62,42.6,48.9,2.75,5.0
Midwest,Leisure,65+,Summer,424.1,0.507,0.181,145.52,4.11,4.12,4.46,3.83,2.97,20.1,21.8,4.04,5.0
West,Business,65+,Summer,219.5,0.568,0.0,112.75,3.58,2.82,3.75,4.25,4.78,5.2,11.5,4.31,5.0
Midwest,Leisure,55-64,Winter,134.4,0.381,0.31,68.17,3.93,2.89,3.64,,3.83,58.5,65.9,1.88,5.0
Midwest,Business,25-34,Summer,124.3,0.806,0.0,71.31,3.35,5.0,4.96,2.96,3.68,11.4,15.8,4.47,5.0
West,Business,65+,Winter,291.4,0.2,0.639,123.88,3.17,3.44,4.13,4.04,3.55,69.6,67.0,2.0,5.0
Northeast,Leisure,18-24,Summer,86.5,0.881,0.139,55.59,3.98,3.43,4.26,3.59,2.21,0.0,9.9,4.52,5.0
West,Leisure,35-44,Spring,303.6,0.519,0.583,120.06,3.27,3.84,3.09,3.56,3.65,46.1,50.0,2.69,5.0
Midwest,Commuter,35-44,Fall,77.9,0.2,0.454,78.66,,4.16,1.85,2.09,2.7,31.6,36.5,3.34,5.0
Midwest,Leisure,45-54,Winter,198.2,0.834,0.08,74.8,4.47,4.4,4.01,2.85,3.04,24.6,20.9,4.09,5.0
West,Business,45-54,Fall,290.2,0.2,0.445,101.34,,3.25,3.56,2.87,2.87,44.4,55.7,2.25,5.0
Midwest,Leisure,25-34,Winter,127.9,0.381,1.0,55.55,3.18,3.48,4.15,3.62,3.98,77.8,84.3,1.15,5.0
Midwest,Business,25-34,Summer,358.9,0.973,0.266,113.97,5.0,3.89,3.88,4.94,4.9,2.5,7.9,4.68,5.0
Southeast,Business,55-64,Spring,165.8,0.315,0.361,66.92,4.66,3.94,3.63,3.86,2.3,14.4,22.8,3.95,5.0
Southwest,Leisure,18-24,Winter,209.6,0.591,0.496,100.15,,3.92,3.7,3.18,4.14,41.1,45.9,2.68,5.0
Midwest,Business,35-44,Winter,45.3,0.611,0.116,50.89,4.28,3.36,2.91,2.58,3.05,0.4,4.6,4.8,5.0
Northeast,Business,25-34,Winter,76.3,0.704,0.092,63.87,3.7,3.65,2.42,,3.92,10.3,11.3,4.49,5.0
Southwest,Leisure,25-34,Winter,48.3,0.941,0.379,57.42,4.17,3.91,3.16,3.74,3.55,24.1,22.2,3.9,5.0
Southwest,Leisure,25-34,Spring,321.5,0.749,0.0,105.67,4.87,4.86,2.95,1.0,,18.6,32.2,3.41,5.0
Southeast,Business,55-64,Winter,160.9,0.447,0.593,78.59,2.16,3.72,3.6,4.1,2.62,49.8,54.9,2.56,5.0
Northeast,Business,35-44,Fall,379.5,0.443,0.435,141.09,2.93,5.0,2.49,3.57,,39.4,41.4,3.16,5.0
Midwest,Business,25-34,Fall,34.2,0.954,0.004,89.03,4.0,3.92,3.45,1.8,3.61,0.0,1.3,5.0,5.0
Northeast,Business,55-64,Spring,270.0,0.535,0.461,114.33,3.74,2.86,5.0,3.81,3.65,42.9,51.0,3.02,5.0
Northeast,Leisure,18-24,Winter,45.1,0.634,0.456,38.26,5.0,4.13,3.64,3.42,5.0,3.9,9.3,4.67,5.0
Midwest,Leisure,55-64,Fall,118.2,0.493,0.465,76.45,2.75,4.48,3.68,2.24,3.69,29.1,40.1,3.09,5.0
Northeast,Business,25-34,Summer,196.0,0.2,0.0,97.33,4.0,3.99,3.57,4.85,1.97,35.2,41.6,3.32,5.0
Southeast,Business,65+,Winter,157.6,0.376,0.437,82.85,3.72,3.91,3.76,3.6,4.31,47.0,47.2,2.84,5.0
Southwest,Commuter,18-24,Winter,248.5,0.714,0.925,100.37,3.4,3.73,3.35,2.95,3.78,63.9,68.0,1.91,5.0
Southeast,Leisure,45-54,Summer,141.9,0.658,0.217,82.95,3.22,3.76,3.58,2.76,3.09,15.6,23.6,3.81,5.0
West,Business,45-54,Winter,182.6,0.208,0.732,88.57,2.95,2.31,3.18,3.0,2.15,65.3,66.2,2.11,5.0
West,Business,45-54,Summer,104.1,0.763,0.234,70.95,4.75,4.5,2.68,3.29,3.01,17.7,20.6,4.03,5.0
Midwest,Leisure,55-64,Spring,299.2,0.435,0.58,111.41,3.59,3.59,4.45,3.72,4.25,46.9,50.9,2.85,5.0
West,Business,25-34,Fall,224.7,0.528,0.689,101.39,3.32,4.55,3.04,3.09,3.66,50.8,54.0,2.66,5.0
West,Business,35-44,Spring,268.2,0.683,0.098,106.65,3.6,3.62,4.83,3.07,4.46,13.5,17.9,4.07,5.0
Southeast,Leisure,55-64,Spring,205.5,1.0,0.182,99.31,5.0,4.07,3.26,3.65,4.48,11.5,16.5,4.12,5.0
Southwest,Leisure,65+,Summer,330.5,0.2,1.0,129.67,,4.45,2.61,,3.33,70.5,76.6,1.6,4.74
Northeast,Leisure,35-44,Fall,143.7,0.296,0.614,95.08,3.35,4.55,4.94,3.1,1.0,38.2,34.6,3.63,5.0
Southwest,Commuter,45-54,Summer,217.7,0.811,0.417,95.88,4.02,4.51,2.71,4.53,,36.4,45.7,3.11,5.0
Midwest,Leisure,55-64,Summer,889.4,0.226,0.172,241.49,3.24,2.59,1.98,2.83,1.76,37.9,60.1,2.53,4.43
Northeast,Leisure,55-64,Spring,92.0,0.883,0.235,67.29,4.25,3.28,2.75,3.33,4.56,0.5,3.2,4.89,5.0
Southeast,Leisure,65+,Spring,391.5,0.731,0.324,121.2,3.01,4.39,3.62,2.75,3.71,35.7,48.6,2.96,5.0
West,Leisure,55-64,Winter,669.1,0.243,0.452,199.97,3.38,3.3,2.64,4.04,2.96,47.3,63.7,2.31,5.0
Southeast,Leisure,35-44,Spring,283.7,0.608,0.611,94.29,2.79,3.95,3.29,1.93,2.76,44.3,53.1,2.92,5.0
Northeast,Business,45-54,Fall,24.8,0.309,0.673,62.56,3.93,3.88,2.17,2.49,4.14,43.9,45.7,3.02,5.0
Northeast,Leisure,35-44,Winter,95.3,0.74,0.0,53.62,4.6,4.12,4.48,,2.44,0.0,4.9,4.73,5.0
Midwest,Leisure,25-34,Winter,250.2,0.316,0.755,104.31,3.27,3.12,3.89,3.03,2.0,63.3,64.2,2.29,5.0
West,Leisure,55-64,Summer,207.2,0.537,0.142,95.22,3.75,4.48,2.78,4.01,1.97,20.4,23.3,3.77,5.0
West,Leisure,45-54,Fall,491.1,0.413,0.268,145.52,3.15,3.49,2.0,3.08,,29.2,33.2,3.68,5.0
Midwest,Leisure,18-24,Fall,500.2,0.851,0.035,149.36,3.43,4.38,3.12,,2.54,24.5,29.8,3.87,5.0
Northeast,Business,45-54,Summer,197.6,0.622,0.07,90.1,4.02,3.79,4.14,3.24,4.12,41.5,50.5,2.89,5.0
Northeast,Business,25-34,Summer,206.8,0.489,0.836,92.13,4.87,5.0,4.4,2.18,3.18,42.5,48.3,2.7,5.0
Midwest,Business,18-24,Spring,149.7,0.309,0.223,97.14,4.11,4.62,3.43,2.54,1.89,10.2,11.3,4.54,5.0
West,Leisure,45-54,Spring,275.7,0.576,0.231,106.06,4.49,5.0,3.32,4.04,2.98,53.2,54.9,2.71,5.0
Southwest,Commuter,55-64,Spring,113.8,0.977,0.455,62.46,3.32,5.0,3.39,3.24,2.4,32.4,29.2,3.78,5.0
Midwest,Business,35-44,Winter,192.6,0.2,0.598,85.15,2.89,3.62,3.77,3.1,3.0,55.0,54.0,2.59,5.0
Midwest,Leisure,18-24,Spring,119.5,0.594,0.835,49.78,,3.58,4.3,3.35,4.17,21.3,21.2,4.09,5.0
Midwest,Leisure,45-54,Winter,240.1,0.447,0.272,89.11,4.73,3.14,3.53,2.0,3.02,27.8,21.2,4.52,5.0
Midwest,Business,18-24,Summer,377.4,0.595,0.865,121.44,3.92,4.06,3.42,2.0,2.59,73.1,84.3,1.07,4.99
Midwest,Leisure,65+,Fall,77.4,0.811,0.189,44.06,4.0,4.02,4.29,3.71,3.63,23.6,26.4,3.63,5.0
Southwest,Leisure,25-34,Fall,184.7,0.374,0.183,80.03,,3.76,4.66,2.9,2.75,41.2,46.5,2.78,5.0
Midwest,Business,65+,Fall,445.9,0.472,0.26,138.22,3.04,3.34,3.44,3.09,3.64,22.9,34.4,3.78,5.0
West,Leisure,18-24,Spring,522.3,0.448,0.193,157.6,4.21,4.04,3.69,3.75,3.45,20.4,30.7,3.74,5.0
Midwest,Commuter,18-24,Fall,150.5,0.402,0.431,77.73,3.23,3.57,3.09,2.47,2.19,41.2,45.1,2.9,5.0
Northeast,Leisure,35-44,Fall,123.4,0.729,0.124,74.62,3.76,3.67,3.77,2.93,2.02,35.3,37.5,3.66,5.0
Southeast,Leisure,55-64,Summer,17.5,0.841,0.137,49.27,4.9,4.12,3.1,3.14,2.89,0.0,6.2,4.56,5.0
Midwest,Leisure,65+,Winter,401.2,0.834,0.365,96.23,4.69,3.97,4.75,3.67,3.59,22.6,27.0,3.71,5.0
Midwest,Leisure,45-54,Fall,386.4,0.608,0.0,123.84,3.72,3.05,4.3,3.06,4.74,18.5,29.5,3.51,5.0
Midwest,Commuter,35-44,Winter,224.0,0.2,0.696,109.12,3.53,3.23,4.78,2.6,2.08,36.5,36.6,3.37,5.0
Southwest,Commuter,18-24,Spring,711.1,0.866,0.953,224.49,4.53,4.35,3.37,4.71,2.32,77.5,87.0,1.17,5.0
Southeast,Commuter,45-54,Summer,207.1,0.369,1.0,100.1,3.99,3.76,5.0,3.18,4.0,74.0,72.2,1.78,5.0
Southwest,Business,35-44,Fall,408.4,0.715,0.0,140.64,3.55,2.79,3.89,3.91,3.36,34.3,34.7,3.63,5.0
Southwest,Leisure,65+,Fall,156.2,0.514,0.137,69.22,4.13,4.28,3.56,1.84,2.98,1.7,5.8,4.69,5.0
Midwest,Leisure,35-44,Fall,179.9,0.282,0.137,95.63,3.98,3.71,4.47,2.17,3.7,32.6,32.1,3.53,5.0
Midwest,Leisure,55-64,Spring,249.5,0.774,0.064,89.03,,3.35,3.02,3.87,4.31,19.9,26.2,3.88,5.0
Northeast,Commuter,55-64,Winter,120.5,0.2,1.0,71.68,2.71,3.3,3.58,2.89,4.02,83.3,92.3,1.14,5.0
Midwest,Business,18-24,Fall,345.6,0.38,0.472,138.06,2.31,3.89,3.5,2.9,2.48,49.0,54.0,2.65,5.0
West,Business,35-44,Fall,228.9,0.771,0.36,70.45,3.41,2.66,4.02,2.61,3.59,37.4,43.4,3.01,5.0
West,Business,65+,Spring,54.8,0.553,0.41,62.26,3.13,4.13,3.36,4.06,4.17,31.1,36.3,3.5,5.0
Midwest,Business,35-44,Summer,414.0,0.737,0.723,126.89,3.38,4.56,3.34,3.85,2.93,46.4,55.8,2.47,5.0
Southeast,Leisure,45-54,Fall,113.7,1.0,0.0,68.06,4.6,4.63,3.53,,3.58,13.8,16.6,4.3,5.0
Southwest,Business,65+,Winter,121.5,1.0,0.0,93.09,5.0,4.79,3.6,3.7,2.71,0.0,0.0,4.98,5.0
Southwest,Business,25-34,Fall,179.2,0.219,0.212,87.38,,3.24,3.62,2.92,2.23,30.7,34.8,3.26,5.0
Southeast,Commuter,65+,Summer,280.2,0.609,0.0,127.8,2.63,4.52,4.58,2.8,3.54,23.1,31.1,3.51,5.0
West,Leisure,35-44,Summer,259.1,0.91,0.797,103.0,3.9,4.22,2.26,2.97,4.06,45.9,58.4,2.61,5.0
Northeast,Leisure,45-54,Winter,493.2,0.539,0.0,167.09,3.99,3.37,4.2,3.93,3.84,12.9,21.3,4.1,5.0
Northeast,Business,35-44,Summer,251.3,0.914,0.4,90.53,4.11,4.34,3.44,3.11,2.02,36.4,46.4,2.95,5.0
Northeast,Commuter,45-54,Spring,72.4,0.691,0.563,65.68,3.28,4.21,3.58,3.37,4.37,15.2,14.2,4.38,5.0
Northeast,Commuter,18-24,Summer,103.3,0.745,0.0,57.13,3.71,4.9,2.96,3.05,3.72,8.5,14.3,4.32,5.0
West,Business,18-24,Summer,67.8,0.266,0.158,69.66,3.88,4.45,3.61,3.94,4.12,31.9,29.9,3.67,5.0
Midwest,Leisure,35-44,Fall,66.9,0.731,0.292,55.07,4.32,3.55,3.45,,2.36,15.8,17.7,4.16,5.0
Southeast,Leisure,35-44,Summer,166.0,0.779,0.323,77.48,3.46,4.19,3.58,4.6,,37.5,38.2,3.33,5.0
Midwest,Business,45-54,Summer,396.9,0.2,0.822,124.71,2.35,3.9,3.97,2.64,3.67,48.9,56.9,2.29,5.0
Southeast,Leisure,18-24,Spring,228.1,0.472,0.745,103.63,3.6,3.99,4.09,2.76,2.01,60.9,65.5,2.16,5.0
Southeast,Business,25-34,Spring,286.7,0.2,0.922,105.92,2.98,3.52,4.55,4.69,3.49,49.8,55.9,2.48,5.0
Northeast,Commuter,25-34,Summer,342.2,0.513,0.483,124.81,3.99,4.91,3.24,2.4,2.23,38.8,42.5,2.9,5.0
Southwest,Leisure,35-44,Fall,413.5,0.2,0.738,134.32,3.39,3.33,4.04,3.08,3.11,53.5,61.6,2.19,5.0
Northeast,Leisure,25-34,Summer,130.3,0.94,0.03,80.0,5.0,5.0,4.23,4.28,5.0,0.0,4.0,4.77,5.0
West,Leisure,25-34,Summer,381.4,0.607,0.656,125.62,4.12,3.05,3.74,2.04,3.44,33.8,40.1,3.35,5.0
Northeast,Leisure,45-54,Spring,352.3,0.876,0.367,100.87,5.0,3.81,4.94,3.62,3.13,21.9,25.5,3.84,5.0
Southwest,Business,55-64,Summer,161.5,0.704,0.12,95.34,4.41,4.41,3.26,,1.86,0.0,0.2,4.88,5.0
West,Leisure,45-54,Summer,124.7,0.517,0.499,66.94,3.49,3.23,3.76,3.29,3.42,33.5,40.0,2.91,5.0
Northeast,Leisure,25-34,Summer,191.1,0.328,0.193,88.98,3.13,3.32,3.81,4.84,2.99,21.4,25.3,3.78,5.0
Northeast,Leisure,55-64,Spring,485.0,0.668,0.313,158.49,3.38,4.25,2.86,1.45,1.38,28.1,43.4,3.23,5.0
West,Leisure,45-54,Spring,409.4,0.709,0.542,112.56,4.24,2.92,4.6,3.27,2.22,39.3,46.5,2.98,5.0
Midwest,Business,45-54,Spring,160.6,0.64,0.812,70.84,3.67,4.58,3.62,2.91,3.99,52.7,55.3,2.39,5.0
Southwest,Business,25-34,Spring,388.1,0.658,0.676,121.26,2.65,4.82,4.0,2.49,4.35,43.0,52.9,2.6,5.0
Northeast,Business,25-34,Spring,314.4,0.703,0.386,116.83,4.6,4.86,4.82,2.12,3.27,32.7,41.2,3.17,5.0
Southeast,Business,35-44,Winter,281.6,0.782,0.411,122.48,5.0,4.19,3.89,4.25,4.13,31.3,42.3,3.34,5.0
Midwest,Leisure,25-34,Summer,462.7,0.749,0.646,145.09,2.9,3.72,3.75,3.49,,48.9,49.5,2.78,5.0
West,Business,45-54,Fall,257.0,0.799,0.139,121.58,4.65,3.78,3.79,1.92,2.54,26.7,33.7,3.41,5.0
Southeast,Leisure,25-34,Winter,219.6,0.2,0.914,94.52,3.81,3.87,2.86,2.34,5.0,74.7,74.8,1.69,4.45
West,Commuter,25-34,Summer,47.1,0.734,0.0,52.07,3.35,4.04,3.45,2.95,1.94,0.0,0.4,5.0,5.0
Southwest,Leisure,25-34,Fall,340.5,0.417,0.412,111.29,3.73,3.58,3.52,1.97,3.52,26.2,28.5,3.84,5.0
