Amtrak Product,Service Class,Total Fare Amount,Mileage,Departure Performance (Minutes Late),Arrival Performance (Minutes Late),Overall Trip Satisfaction,Boarding Station Overall,On-time Performance of the Train,Communication About Train Status,Cleanliness of the Train,Comfort of Train Ride,Food and Beverage on the Train,Wi-Fi on the Train,Friendliness of Amtrak Personnel at the Boarding Station,Friendliness of Amtrak Personnel on the Train,Age Range
Acela,Business Class,86,135,2,-1,9,9,10,9,9,9,9,9,9,9,45 to 54
Acela,First Class,461,322,3,6,7,5,8,8,7,6,5,8,8,8,75 or older
Acela,Business Class,185,225,0,-3,8,8,9,7,9,9,6,N/A,8,9,35 to 44
Acela,Business Class,76,91,9,6,,,,,,,,,,,
Acela,Business Class,71,225,0,-6,9,8,10,7,5,8,8,10,10,10,45 to 54
Acela,Business Class,122,188,1,-7,7,9,6,8,9,9,N/A,N/A,9,10,45 to 54
Acela,Business Class,139.5,225,0,-1,10,10,10,10,10,6,10,N/A,10,10,65 to 74
Acela,Business Class,121,225,0,-3,8,10,10,10,8,8,N/A,7,7,8,55 to 64
Acela,Business Class,152,232,0,1,9,10,10,10,10,10,8,8,10,10,35 to 44
Acela,Business Class,121,225,0,-1,8,10,6,7,8,9,N/A,7,9,9,55 to 64
Acela,Business Class,160.2,188,3,7,,,,,,,,,,,
Acela,First Class,475.3,225,0,0,,,,,,,,,,,
Acela,Business Class,127,232,0,-6,,,,,,,,,,,
Acela,Business Class,178,188,0,-3,6,8,9,8,8,8,N/A,8,N/A,8,Prefer not to answer
Acela,Business Class,25,44,2,0,9,6,8,8,8,9,,,8,9,
Acela,Business Class,145.8,109,9,1,10,10,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,First Class,265.5,225,9,7,,,,,,,,,,,
Acela,Business Class,106,94,2,1,8,5,9,8,8,8,N/A,N/A,6,6,55 to 64
Acela,Business Class,63.9,225,0,-4,,,,,,,,,,,
Acela,Business Class,194.4,220,2,-4,8,10,10,10,9,4,5,8,10,10,65 to 74
Acela,Business Class,284,202,4,2,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,249,231,0,-3,10,9,10,9,9,8,8,N/A,N/A,8,55 to 64
Acela,Business Class,145,127,4,-3,8,8,7,7,7,6,N/A,2,9,8,45 to 54
Acela,Business Class,45,135,1,-3,,,,,,,,,,,
Acela,First Class,263,225,0,-5,,,,,,,,,,,
Acela,Business Class,58,241,2,-3,,,,,,,,,,,
Acela,Business Class,152,232,0,-6,9,8,10,8,8,8,N/A,8,10,10,45 to 54
Acela,Business Class,249,232,0,-3,8,7,9,9,9,9,7,5,7,8,55 to 64
Acela,Business Class,152,231,3,7,,,,,,,,,,,
Acela,Business Class,109.8,188,2,-6,10,10,10,10,10,10,N/A,N/A,10,10,65 to 74
Acela,First Class,132.4,184,2,1,10,10,10,10,10,10,5,8,10,10,65 to 74
Acela,Business Class,226,225,0,-1,10,10,10,N/A,10,10,N/A,N/A,10,N/A,Prefer not to answer
Acela,Business Class,236.7,261,1,3,8,9,10,10,10,10,N/A,8,N/A,10,65 to 74
Acela,Business Class,117,91,9,6,,,,,,,,,,,
Acela,Business Class,91,225,0,4,,,,,,,,,,,
Acela,Business Class,185,225,0,-1,,,,,,,,,,,
Acela,Business Class,185,215,1,-5,,,,,,,,,,,
Acela,Business Class,56,188,3,7,,,,,,,,,,,
Acela,Business Class,91,225,9,7,,,,,,,,,,,
Acela,Business Class,120,157,0,0,10,10,10,10,10,10,10,N/A,10,10,55 to 64
Acela,Business Class,167.4,232,0,7,10,10,10,10,7,10,7,10,N/A,10,75 or older
Acela,Business Class,65,134,0,1,10,10,10,10,10,10,10,9,10,10,55 to 64
Acela,Business Class,131,128,1,0,10,10,10,10,10,10,10,5,10,10,25 to 34
Acela,Business Class,115,225,9,7,,,,,,,,,,,
Acela,Business Class,114.3,231,3,7,10,10,10,10,10,10,N/A,N/A,10,10,75 or older
Acela,Business Class,94,156,0,-3,,,,,,,,,,,
Acela,First Class,192,225,0,2,8,8,10,10,10,10,6,8,10,10,35 to 44
Acela,Business Class,203.4,300,1,4,,,,,,,,,,,
Acela,Business Class,337,225,0,-3,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,263,262,8,2,7,8,3,5,1,3,N/A,6,6,8,55 to 64
Acela,Business Class,72,196,4,0,,,,,,,,,,,
Acela,Business Class,58,232,0,-6,10,8,10,10,10,10,8,8,10,10,55 to 64
Acela,Business Class,185,225,9,7,,,,,,,,,,,
Acela,Business Class,25,43,32,26,9,9,9,8,8,9,N/A,N/A,9,10,75 or older
Acela,Business Class,186,231,2,1,8,8,2,5,9,9,N/A,0,9,10,65 to 74
Acela,Business Class,136.8,231,2,-3,10,10,10,10,10,10,9,10,N/A,10,75 or older
Acela,Business Class,91,225,0,4,10,10,10,10,10,10,10,N/A,10,10,75 or older
Acela,Business Class,146,188,0,0,,,,,,,,,,,
Acela,Business Class,277,232,0,-5,9,5,10,10,9,9,N/A,8,N/A,10,45 to 54
Acela,Business Class,39.6,109,2,0,,,,,,,,,,,
Acela,Business Class,187,134,0,-2,,,,,,,,,,,
Acela,Business Class,136.8,231,2,-3,9,10,10,10,7,9,N/A,4,10,10,75 or older
Acela,First Class,315,185,0,-2,8,9,10,10,10,10,8,8,10,10,45 to 54
Acela,Business Class,52.2,231,5,10,8,5,8,5,7,8,4,6,7,7,75 or older
Acela,Business Class,185,300,0,4,,,,,,,,,,,
Acela,Business Class,70,157,0,2,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,113,185,13,12,,,,,,,,,,,
Acela,First Class,268,231,1,4,10,4,10,10,10,10,6,10,10,10,55 to 64
Acela,Business Class,249,220,2,13,,,,,,,,,,,
Acela,Business Class,127,220,1,-1,,,,,,,,,,,
Acela,Business Class,142,91,0,1,10,8,9,9,8,8,N/A,8,8,9,35 to 44
Acela,Business Class,185,226,13,14,,,,,,,,,,,
Acela,Business Class,76,91,0,1,10,7,10,N/A,9,9,N/A,N/A,9,N/A,65 to 74
Acela,Business Class,150,311,0,4,10,10,10,10,10,10,6,8,10,10,65 to 74
Acela,Business Class,76,91,0,1,10,10,10,10,10,10,N/A,10,10,10,65 to 74
Acela,First Class,231,188,3,-5,10,10,10,9,9,9,N/A,6,5,8,65 to 74
Acela,Business Class,117,91,1,0,9,9,10,5,10,9,N/A,7,6,8,65 to 74
Acela,Business Class,58,220,1,-1,,,,,,,,,,,
Acela,Business Class,132,134,3,4,,,,,,,,,,,
Acela,Business Class,66,201,0,-1,10,5,10,10,9,7,N/A,9,10,10,75 or older
Acela,Business Class,99,220,4,-3,,,,,,,,,,,
Acela,First Class,135,231,5,10,,,,,,,,,,,
Acela,Business Class,122,188,3,13,10,9,10,9,9,10,N/A,10,10,10,65 to 74
Acela,Business Class,58,231,5,10,10,10,10,7,10,10,10,10,10,10,25 to 34
Acela,Business Class,74,457,0,5,8,8,9,9,9,9,9,N/A,8,9,45 to 54
Acela,Business Class,110,279,3,14,9,7,7,9,8,8,N/A,9,9,8,45 to 54
Acela,Business Class,50,134,1,1,8,8,7,N/A,10,10,N/A,10,N/A,10,75 or older
Acela,Business Class,58,232,0,22,9,10,10,9,8,7,N/A,7,8,9,35 to 44
Acela,Business Class,122,188,0,-1,,,,,,,,,,,
Acela,Business Class,152,232,0,4,10,10,10,10,10,10,N/A,N/A,9,10,55 to 64
Acela,Business Class,156,185,4,-2,,,,,,,,,,,
Acela,Business Class,186,232,0,-3,,,,,,,,,,,
Acela,Business Class,168,127,1,-1,7,9,10,10,10,7,8,6,8,10,55 to 64
Acela,Business Class,100,231,5,10,,,,,,,,,,,
Acela,Business Class,121,225,2,-2,,,,,,,,,,,
Acela,Business Class,284,175,3,0,6,4,3,4,5,5,N/A,N/A,8,8,25 to 34
Acela,Business Class,127,166,8,14,,,,,,,,,,,
Acela,Business Class,71,225,0,0,7,9,10,9,9,9,3,8,0,0,25 to 34
Acela,Business Class,83,166,8,14,,,,,,,,,,,
Acela,Business Class,127,220,2,13,,,,,,,,,,,
Acela,Business Class,58,231,1,-1,,,,,,,,,,,
Acela,Business Class,100,220,2,-2,,,,,,,,,,,
Acela,Business Class,58,0,4,53,,,,,,,,,,,
Acela,Business Class,78,91,0,-1,,,,,,,,,,,
Acela,Business Class,66,195,0,0,10,10,10,10,7,7,10,10,10,10,45 to 54
Acela,Business Class,60.35,225,3,5,8,10,10,10,10,10,10,7,10,10,18 to 24
Acela,Business Class,58,232,0,-1,10,10,10,10,4,4,N/A,6,7,10,45 to 54
Acela,Business Class,249,220,2,13,,,,,,,,,,,
Acela,Business Class,216,220,2,-2,6,8,9,9,8,7,6,3,N/A,8,Prefer not to answer
Acela,Business Class,127,230,5,9,,,,,,,,,,,
Acela,Business Class,226,225,2,-2,10,10,10,10,10,10,N/A,N/A,10,N/A,55 to 64
Acela,Business Class,96,195,3,-6,,,,,,,,,,,
Acela,First Class,221,225,0,-8,,,,,,,,,,,
Acela,Business Class,155,225,0,-4,8,8,8,8,8,8,8,8,9,9,45 to 54
Acela,Business Class,25,44,0,4,10,10,10,7,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,226,225,11,1,10,10,9,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,58,232,0,22,9,7,7,7,7,7,3,7,8,8,55 to 64
Acela,Business Class,194,413,3,1,10,10,10,10,10,10,10,10,10,10,75 or older
Acela,Business Class,63.9,225,0,-4,,,,,,,,,,,
Acela,Business Class,127,232,0,14,,,,,,,,,,,
Acela,Business Class,152,220,0,-3,,,,,,,,,,,
Acela,First Class,267,279,4,0,9,5,8,9,9,10,7,9,3,10,55 to 64
Acela,First Class,192,220,2,-2,,,,,,,,,,,
Acela,Business Class,56,188,2,-3,,,,,,,,,,,
Acela,Business Class,158,232,0,-5,10,10,10,10,10,10,10,0,10,10,45 to 54
Acela,Business Class,52.2,231,5,10,,,,,,,,,,,
Acela,First Class,138,58,3,1,,,,,,,,,,,
Acela,Business Class,110,134,0,-4,,,,,,,,,,,
Acela,Business Class,181,225,0,0,,,,,,,,,,,
Acela,Business Class,88,104,5,-2,,,,,,,,,,,
Acela,Business Class,139.5,225,0,-4,9,10,10,10,9,3,9,2,10,6,65 to 74
Acela,Business Class,152,232,0,4,,,,,,,,,,,
Acela,Business Class,71,300,0,4,,,,,,,,,,,
Acela,Business Class,75,232,0,0,,,,,,,,,,,
Acela,Business Class,71,225,0,-9,9,8,7,7,10,10,N/A,N/A,N/A,N/A,Prefer not to answer
Acela,First Class,206,91,0,0,10,10,10,10,10,10,5,7,10,10,35 to 44
Acela,Business Class,121,225,0,4,,,,,,,,,,,
Acela,Business Class,121,225,2,-2,9,9,9,9,9,9,N/A,9,10,10,55 to 64
Acela,Business Class,216,220,2,-2,10,10,10,N/A,10,10,N/A,10,N/A,N/A,65 to 74
Acela,Business Class,56,188,0,-1,10,10,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,183.6,220,1,-1,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,121,261,2,11,,,,,,,,,,,
Acela,Business Class,150,322,3,14,10,10,10,10,10,10,9,9,10,10,75 or older
Acela,Business Class,56,188,0,0,,,,,,,,,,,
Acela,Business Class,139.5,225,0,-8,10,10,10,10,10,10,10,7,10,10,35 to 44
Acela,Business Class,277,232,0,13,,,,,,,,,,,
Acela,Business Class,74,458,0,14,,,,,,,,,,,
Acela,Business Class,58,232,0,14,8,6,9,8,9,9,,6,9,9,75 or older
Acela,Business Class,100,232,0,-2,8,5,8,7,8,7,6,3,8,8,55 to 64
Acela,Business Class,71,225,4,5,,,,,,,,,,,
Acela,Business Class,185,225,0,-8,,,,,,,,,,,
Acela,Business Class,101.7,175,12,3,,,,,,,,,,,
Acela,First Class,235,225,0,-8,,,,,,,,,,,
Acela,Business Class,124,225,0,4,,,,,,,,,,,
Acela,Business Class,145,116,1,5,,,,,,,,,,,
Acela,Business Class,53,167,3,-1,1,6,8,N/A,4,4,N/A,1,N/A,0,55 to 64
Acela,Business Class,155,225,2,-2,,,,,,,,,,,
Acela,Business Class,71,225,0,-5,10,8,10,N/A,9,10,9,10,10,10,55 to 64
Acela,Business Class,58,220,2,-2,,,,,,,,,,,
Acela,Business Class,226,225,11,1,,,,,,,,,,,
Acela,First Class,233,220,2,-9,,,,,,,,,,,
Acela,Business Class,75,231,0,20,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,75,231,1,-3,,,,,,,,,,,
Acela,Business Class,90,220,0,-3,8,10,9,8,9,7,N/A,9,9,8,75 or older
Acela,Business Class,56,109,2,2,9,9,10,10,10,10,N/A,8,10,7,55 to 64
Acela,First Class,74,428,0,1,,,,,,,,,,,
Acela,Business Class,88,311,2,15,,,,,,,,,,,
Acela,Business Class,100,232,0,-3,,,,,,,,,,,
Acela,Business Class,194.4,135,1,0,,,,,,,,,,,
Acela,Business Class,186,220,2,14,9,9,8,9,9,9,9,7,10,10,65 to 74
Acela,Business Class,74,457,0,-3,10,10,10,10,10,10,10,N/A,10,10,45 to 54
Acela,First Class,293,225,0,0,,,,,,,,,,,
Acela,First Class,268,231,2,14,10,10,10,10,9,10,9,10,10,10,55 to 64
Acela,Business Class,71,225,0,4,,,,,,,,,,,
Acela,First Class,263,225,0,0,,,,,,,,,,,
Acela,Business Class,226,225,0,-9,N/A,6,8,8,7,7,N/A,N/A,N/A,7,55 to 64
Acela,Business Class,187,134,1,-4,9,9,9,9,9,9,9,7,9,9,65 to 74
Acela,Business Class,121,225,4,5,,,,,,,,,,,
Acela,Business Class,74,457,0,-3,,,,,,,,,,,
Acela,Business Class,71,263,9,14,10,10,8,7,10,10,N/A,8,10,10,55 to 64
Acela,Business Class,100,232,0,-2,9,9,9,10,9,9,7,7,10,10,55 to 64
Acela,Business Class,155,225,0,-6,5,5,,5,4,4,0,0,5,5,25 to 34
Acela,Business Class,58,232,0,5,,,,,,,,,,,
Acela,Business Class,71,225,12,20,9,N/A,10,7,9,10,6,9,9,10,65 to 74
Acela,Business Class,58,232,0,-1,7,6,8,7,7,7,N/A,5,N/A,7,35 to 44
Acela,Business Class,82,44,19,14,7,7,3,10,10,9,N/A,3,10,10,25 to 34
Acela,Business Class,71,225,0,-4,,,,,,,,,,,
Acela,Business Class,58,232,34,12,,,,,,,,,,,
Acela,First Class,357,225,2,3,8,6,9,9,9,9,7,3,9,9,35 to 44
Acela,Business Class,74,455,0,12,9,7,10,7,10,10,9,9,7,10,55 to 64
Acela,Business Class,71,225,2,3,,,,,,,,,,,
Acela,Business Class,117,91,1,-4,10,8,9,9,10,10,,10,10,10,55 to 64
Acela,Business Class,337,225,0,3,6,8,8,7,5,8,5,3,5,4,45 to 54
Acela,Business Class,71,225,0,-4,9,8,9,9,9,9,7,6,9,9,35 to 44
Acela,Business Class,23,40,0,4,10,8,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,121,301,0,7,,,,,,,,,,,
Acela,Business Class,69,322,1,-2,10,,,,,,,,,10,25 to 34
Acela,Business Class,127,458,0,0,,,,,,,,,,,
Acela,Business Class,100,232,0,,9,9,9,9,9,9,N/A,N/A,10,10,55 to 64
Acela,Business Class,263,215,60,67,9,9,9,8,8,8,9,8,9,9,45 to 54
Acela,Business Class,134,116,0,6,,,,,,,,,,,
Acela,Business Class,50,135,1,7,,,,,,,,,,,
Acela,Business Class,316,201,4,-1,9,6,10,9,9,7,N/A,6,8,9,55 to 64
Acela,Business Class,263,225,0,-6,9,9,9,9,9,10,N/A,9,10,10,65 to 74
Acela,First Class,295.3,458,0,7,,,,,,,,,,,
Acela,Business Class,19,44,0,56,7,9,3,8,9,10,N/A,8,10,10,55 to 64
Acela,Business Class,153,91,0,-1,,,,,,,,,,,
Acela,Business Class,186,232,0,3,7,10,3,6,7,7,8,2,4,7,45 to 54
Acela,Business Class,108.9,215,60,67,,,,,,,,,,,
Acela,Business Class,120.27,166,1,-1,,,,,,,,,,,
Acela,Business Class,132,225,0,2,10,5,10,10,10,10,N/A,4,N/A,N/A,25 to 34
Acela,Business Class,165,91,0,0,,,,,,,,,,,
Acela,Business Class,267,196,0,9,1,5,6,0,0,7,0,0,0,0,25 to 34
Acela,Business Class,96,196,6,3,,,,,,,,,,,
Acela,Business Class,58,220,1,12,,,,,,,,,,,
Acela,Business Class,173,231,2,7,9,10,10,10,10,8,N/A,7,10,8,25 to 34
Acela,Business Class,58,232,2,0,7,,,,,,,,,,25 to 34
Acela,Business Class,114.3,232,0,,,,,,,,,,,,
Acela,Business Class,70,104,1,-4,8,8,10,10,9,9,N/A,8,9,9,55 to 64
Acela,First Class,209,134,0,-1,,,,,,,,,,,
Acela,Business Class,152,232,0,,10,10,10,10,9,9,8,9,10,10,55 to 64
Acela,Business Class,145,116,0,2,,,,,,,,,,,
Acela,Business Class,107.1,128,66,65,,,,,,,,,,,
Acela,Business Class,58,232,0,13,,,,,,,,,,,
Acela,Business Class,207,188,2,0,,,,,,,,,,,
Acela,Business Class,71,225,0,2,10,10,7,10,10,10,N/A,6,10,10,35 to 44
Acela,Business Class,63.9,225,0,-1,,,,,,,,,,,
Acela,Business Class,52,94,1,-10,,,,,,,,,,,
Acela,Business Class,239,279,7,4,9,10,10,10,10,7,9,1,10,10,45 to 54
Acela,Business Class,99,116,1,2,,,,,,,,,,,
Acela,Business Class,212,91,2,-1,6,9,8,8,10,10,7,5,7,7,65 to 74
Acela,First Class,241,232,0,,,,,,,,,,,,
Acela,Business Class,110,134,65,67,,,,,,,,,,,
Acela,First Class,494,323,1,-1,6,10,10,10,8,9,1,4,10,3,45 to 54
Acela,Business Class,145,195,0,5,,,,,,,,,,,
Acela,Business Class,66,185,0,11,10,7,10,10,10,10,8,8,10,10,65 to 74
Acela,Business Class,173,185,2,-2,,,,,,,,,,,
Acela,Business Class,94,134,1,3,10,10,10,10,10,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,100,232,0,-6,10,10,10,10,10,10,N/A,N/A,6,10,35 to 44
Acela,Business Class,108.9,226,0,0,,,,,,,,,,,
Acela,Business Class,185,225,0,13,9,9,9,9,9,9,7,8,8,8,45 to 54
Acela,Business Class,216,232,0,5,8,8,7,5,8,5,8,N/A,9,5,75 or older
Acela,Business Class,58,231,0,14,10,10,10,10,8,9,N/A,8,10,10,65 to 74
Acela,Business Class,185,300,1,20,8,2,10,9,7,6,9,9,10,10,45 to 54
Acela,First Class,337,215,1,3,10,9,10,10,10,10,10,8,10,10,45 to 54
Acela,Business Class,58,231,0,14,8,8,8,8,6,9,,8,8,8,65 to 74
Acela,Business Class,315,195,0,5,,,,,,,,,,,
Acela,Business Class,117,91,0,0,8,9,8,9,9,9,8,9,9,8,55 to 64
Acela,Business Class,236.7,225,0,0,10,10,10,10,10,10,10,8,10,10,65 to 74
Acela,Business Class,337,225,12,20,,,,,,,,,,,
Acela,Business Class,63,0,1,42,,,,,,,,,,,
Acela,Business Class,139,167,3,-1,9,9,9,9,10,10,N/A,7,10,10,45 to 54
Acela,Business Class,72,188,1,12,,,,,,,,,,,
Acela,Business Class,110,135,0,-1,,,,,,,,,,,
Acela,Business Class,121,216,1,7,9,8,8,8,9,9,9,8,10,10,55 to 64
Acela,Business Class,146,188,2,0,9,9,9,9,6,9,9,8,10,10,45 to 54
Acela,Business Class,58,232,0,13,6,8,9,6,7,7,5,0,N/A,6,45 to 54
Acela,First Class,313,188,2,5,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,Business Class,216,231,2,,10,10,10,7,9,9,,9,5,8,65 to 74
Acela,Business Class,226,225,0,0,,,,,,,,,,,
Acela,Business Class,23,40,0,2,10,8,10,10,9,10,N/A,N/A,N/A,9,25 to 34
Acela,Business Class,48.26,75,1,0,8,8,5,10,8,10,N/A,N/A,10,10,18 to 24
Acela,Business Class,186,220,1,12,,,,,,,,,,,
Acela,Business Class,117,91,4,37,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,263,225,2,3,,,,,,,,,,,
Acela,Business Class,24.33,75,1,0,,,,,,,,,,,
Acela,Business Class,262,323,4,12,,,,,,,,,,,
Acela,Business Class,277,232,34,12,,,,,,,,,,,
Acela,Business Class,127,220,5,,,,,,,,,,,,
Acela,Business Class,127,232,0,,,,,,,,,,,,
Acela,Business Class,66,185,5,2,,,,,,,,,,,
Acela,Business Class,186,232,0,13,10,10,2,10,8,10,4,2,10,10,35 to 44
Acela,First Class,268,220,3,0,9,9,10,9,9,9,8,N/A,N/A,8,75 or older
Acela,Business Class,127,220,54,64,,,,,,,,,,,
Acela,Business Class,121,226,0,7,3,7,7,7,5,1,5,8,5,8,45 to 54
Acela,Business Class,76,91,0,0,3,2,9,0,5,7,N/A,N/A,3,0,75 or older
Acela,Business Class,58,232,0,13,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,141,279,4,18,9,7,8,10,8,8,3,4,8,8,55 to 64
Acela,Business Class,277,232,0,,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,66,75,1,0,10,10,9,10,10,10,7,10,10,10,65 to 74
Acela,First Class,335,202,61,67,,,,,,,,,,,
Acela,Business Class,132,134,65,67,,,,,,,,,,,
Acela,Business Class,185,225,0,0,,,,,,,,,,,
Acela,Business Class,91,225,0,2,,,,,,,,,,,
Acela,Business Class,127,220,2,0,,,,,,,,,,,
Acela,Business Class,155,225,0,-1,10,10,10,10,10,10,10,10,10,9,35 to 44
Acela,Business Class,124,225,0,37,9,8,8,8,8,8,7,8,8,8,65 to 74
Acela,Business Class,168,279,0,7,10,10,10,10,10,10,10,10,10,10,55 to 64
Acela,Business Class,71,225,3,-5,8,7,9,8,9,8,N/A,6,6,8,35 to 44
Acela,Business Class,185,225,0,0,,,,,,,,,,,
Acela,Business Class,75,231,3,10,,,,,,,,,,,
Acela,Business Class,162,405,6,2,,,,,,,,,,,
Acela,Business Class,57,134,3,0,,,,,,,,,,,
Acela,Business Class,167.4,232,0,10,10,10,10,10,10,9,2,10,10,10,65 to 74
Acela,Business Class,100,220,3,10,,,,,,,,,,,
Acela,Business Class,145,195,0,0,,,,,,,,,,,
Acela,Business Class,277,232,0,1,10,10,10,10,10,10,10,8,10,10,25 to 34
Acela,First Class,404,196,15,2,10,10,8,10,10,10,10,7,8,10,65 to 74
Acela,Business Class,216,232,0,-4,,,,,,,,,,,
Acela,Business Class,191,91,0,3,10,9,9,9,10,7,N/A,N/A,9,9,45 to 54
Acela,Business Class,337,300,1,10,,,,,,,,,,,
Acela,Business Class,231,166,1,10,,,,,,,,,,,
Acela,Business Class,129,225,8,10,,,,,,,,,,,
Acela,Business Class,204,195,9,-3,9,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,216,232,0,1,7,10,9,N/A,10,8,N/A,4,10,10,45 to 54
Acela,Business Class,236.7,225,1,-3,10,6,10,5,10,10,7,N/A,7,8,65 to 74
Acela,Business Class,272.7,225,14,5,10,10,9,7,10,9,9,N/A,10,10,65 to 74
Acela,Business Class,0,225,0,3,0,0,10,10,10,5,N/A,N/A,0,0,55 to 64
Acela,Business Class,203.4,225,0,2,10,10,10,10,10,6,10,6,9,9,75 or older
Acela,Business Class,25,44,0,3,,,,,,,,,,,
Acela,Business Class,234.9,157,9,2,,,,,,,,,,,
Acela,Business Class,88.2,91,2,3,8,8,10,9,8,7,N/A,N/A,6,9,65 to 74
Acela,Business Class,166.5,225,1,-3,10,10,9,N/A,8,9,N/A,9,9,9,65 to 74
Acela,Business Class,40,25,21,21,,,,,,,,,,,
Acela,Business Class,277,220,0,9,,,,,,,,,,,
Acela,Business Class,50,134,10,-2,10,10,10,10,9,10,9,N/A,10,10,55 to 64
Acela,Business Class,318,456,3,10,,,,,,,,,,,
Acela,Business Class,71,225,0,-3,8,6,10,10,8,8,8,10,10,10,25 to 34
Acela,Business Class,277,232,0,-4,8,7,10,10,8,10,6,7,10,10,55 to 64
Acela,Business Class,216,127,9,10,,,,,,,,,,,
Acela,First Class,327,220,3,10,9,9,9,9,9,10,10,8,10,10,35 to 44
Acela,Business Class,236.7,225,14,5,,,,,,,,,,,
Acela,First Class,71,225,0,1,,,,,,,,,,,
Acela,Business Class,277,231,0,-10,9,9,9,10,10,8,N/A,9,9,10,45 to 54
Acela,First Class,293,232,0,8,,,,,,,,,,,
Acela,Business Class,226,225,14,5,,,,,,,,,,,
Acela,Business Class,185,225,0,-6,,,,,,,,,,,
Acela,Business Class,327,323,0,10,,,,,,,,,,,
Acela,Business Class,56,109,0,0,,,,,,,,,,,
Acela,Business Class,327,323,0,12,,,,,,,,,,,
Acela,Business Class,105.3,91,0,3,9,8,9,8,9,9,N/A,N/A,8,8,65 to 74
Acela,First Class,357,232,0,10,,,,,,,,,,,
Acela,Business Class,266,188,1,11,,,,,,,,,,,
Acela,First Class,475,225,0,3,,,,,,,,,,,
Acela,Business Class,132,134,1,-1,9,10,10,8,9,7,N/A,7,N/A,8,45 to 54
Acela,Business Class,277,220,3,1,5,5,9,9,3,2,5,2,N/A,8,55 to 64
Acela,Business Class,352,383,3,0,9,8,10,9,10,10,8,7,N/A,10,55 to 64
Acela,First Class,308.4,232,0,10,,,,,,,,,,,
Acela,Business Class,20.7,40,1,0,,,,,,,,,,,
Acela,Business Class,303,261,0,6,,,,,,,,,,,
Acela,First Class,277,157,1,-8,9,6,10,10,10,10,6,8,10,10,35 to 44
Acela,Business Class,212,201,2,0,,,,,,,,,,,
Acela,Business Class,185,225,1,-3,9,9,10,10,5,7,5,5,8,8,55 to 64
Acela,Business Class,249,232,0,-8,10,10,10,3,9,8,4,2,5,10,35 to 44
Acela,Business Class,40,104,3,0,9,6,9,10,10,10,7,,8,8,35 to 44
Acela,First Class,442,225,0,-2,4,4,10,4,1,3,3,5,3,3,65 to 74
Acela,Business Class,96,194,7,-2,,,,,,,,,,,
Acela,Business Class,91,215,0,-1,9,10,10,10,10,7,N/A,N/A,10,10,18 to 24
Acela,Business Class,222,232,0,2,8,5,8,N/A,8,8,N/A,N/A,4,8,35 to 44
Acela,Business Class,107,161,7,-4,10,10,10,10,10,10,N/A,N/A,N/A,10,75 or older
Acela,Business Class,155,225,0,23,8,8,10,8,8,8,N/A,N/A,8,8,65 to 74
Acela,Business Class,255,323,1,-5,,,,,,,,,,,
Acela,Business Class,216,220,5,21,3,7,0,0,4,6,2,0,3,5,65 to 74
Acela,Business Class,186,220,0,-9,,,,,,,,,,,
Acela,Business Class,147,195,5,-10,,,,,,,,,,,
Acela,Business Class,216,220,5,21,9,9,9,9,9,9,8,9,9,9,45 to 54
Acela,Business Class,194.4,232,0,0,,,,,,,,,,,
Acela,Business Class,155,225,0,8,8,5,7,5,8,8,N/A,5,7,8,35 to 44
Acela,Business Class,186,220,3,2,10,10,9,10,10,10,9,9,10,10,65 to 74
Acela,Business Class,139.5,225,0,-2,,,,,,,,,,,
Acela,Business Class,152,230,0,-2,5,6,6,6,8,8,7,7,9,9,35 to 44
Acela,Business Class,127,456,1,7,,,,,,,,,,,
Acela,Business Class,45,91,21,26,10,10,10,10,10,10,N/A,N/A,10,9,65 to 74
Acela,Business Class,127,415,4,-4,,,,,,,,,,,
Acela,First Class,234,231,0,16,,,,,,,,,,,
Acela,Business Class,58,232,0,2,7,10,8,10,10,10,10,N/A,10,10,55 to 64
Acela,Business Class,56,188,7,21,10,10,9,10,8,10,10,N/A,10,10,55 to 64
Acela,Business Class,71,225,0,7,,,,,,,,,,,
Acela,Business Class,58,231,0,16,,,,,,,,,,,
Acela,Business Class,58,220,5,21,10,10,10,10,10,10,4,10,10,10,25 to 34
Acela,First Class,192,232,0,0,10,7,8,6,9,10,10,N/A,7,10,55 to 64
Acela,Business Class,58,232,3,21,,,,,,,,,,,
Acela,Business Class,56,187,6,16,10,10,7,7,10,10,N/A,N/A,10,10,65 to 74
